Code	Struct	Label
8830/1	title	Atypical fibrous histiocytoma
8830/1	sub	Atypical fibroxanthoma
8830/3	title	Malignant fibrous histiocytoma
8830/3	sub	"Fibroxanthoma, malignant"
8831/0	title	"Histiocytoma, NOS"
8831/0	sub	Deep histiocytoma
8831/0	sub	Juvenile histiocytoma
8831/0	sub	Reticulohistiocytoma
8832/0	title	"Dermatofibroma, NOS"
8832/0	sub	Sclerosing hemangioma
8832/0	sub	"Cutaneous histiocytoma, NOS"
8832/0	sub	Subepidermal nodular fibrosis
8832/0	sub	Dermatofibroma lenticulare
8832/3	title	"Dermatofibrosarcoma, NOS"
8832/3	sub	"Dermatofibrosarcoma protuberans, NOS"
8833/3	title	Pigmented dermatofibrosarcoma protuberans
8833/3	sub	Bednar tumor
8834/1	title	Giant cell fibroblastoma
8835/1	title	Plexiform fibrohistiocytic tumor
8836/1	title	Angiomatoid fibrous histiocytoma
8840/0	title	"Myxoma, NOS"
8840/3	title	Myxosarcoma
8841/1	title	Angiomyxoma
8841/1	sub	Aggressive angiomyxoma
8842/0	title	Ossifying fibromyxoid tumor
8850/0	title	"Lipoma, NOS"
8850/1	title	Atypical lipoma/j
8850/1	sub	Superficial well differentated liposarcoma
8850/1	sub	Well differentiated liposarcoma of superficial soft tissue
8850/3	title	"Liposarcoma, NOS"
8850/3	sub	Fibroliposarcoma
8936/0	title	"Gastrointestinal stromal tumor, benign"
8936/0	sub	"GIST, benign"
8936/1	title	"Gastrointestinal stromal tumor, NOS"
8936/1	sub	"GIST, NOS"
8936/1	sub	"Gastrointestinal stromal tumor, uncertain malignant potential"
8936/1	sub	Gastrointestinal autonomic nerve tumor
8936/1	sub	GANT
8936/1	sub	Gastrointestinal pacemaker cell tumor
8936/3	title	Gastrointestinal stromal sarcoma
8936/3	sub	"Gastrointestinal stromal tumor, malignant"
8936/3	sub	"GIST, malignant"
8940/0	title	Pleomorphic adenoma
8940/0	sub	"Mixed tumor, NOS"
8940/0	sub	"Mixed tumor, salivary gland type, NOS"
8940/0	sub	Chondroid syringoma
8940/3	title	"Mixed tumor, malignant, NOS"
8940/3	sub	"Mixed tumor, salivary gland type, malignant"
8940/3	sub	Malignant chondroid syringoma
8941/3	title	Carcinoma in pleomorphic adenoma
8950/3	title	Mullerian mixed tumor
8951/3	title	Mesodermal mixed tumor
8959/0	title	Benign cystic nephroma
8959/1	title	Cystic partially differentiated nephroblastoma
8959/3	title	Malignant cystic nephroma
8959/3	sub	Malignant multilocular cystic nephroma
8960/1	title	Mesoblastic nephroma
8960/3	title	"Nephroblastoma, NOS"
8960/3	sub	Wilms tumor
8960/3	sub	"Nephroma, NOS"
8963/3	title	Malignant rhabdoid tumor
8963/3	sub	Rhabdoid sarcoma
8963/3	sub	"Rhabdoid tumor, NOS"
8964/3	title	Clear cell sarcoma of kidney
8965/0	title	Nephrogenic adenofibroma
8966/0	title	Renomedullary interstitial cell tumor
8966/0	sub	Renomedullary fibroma
8967/0	title	Ossifying renal tumor
8970/3	title	Hepatoblastoma
8970/3	sub	Embryonal hepatoma
8971/3	title	Pancreatoblastoma
8972/3	title	Pulmonary blastoma
8972/3	sub	Pneumoblastoma
8973/3	title	Pleuropulmonary blastoma
8974/1	title	Sialoblastoma
8980/3	title	"Carcinosarcoma, NOS"
8981/3	title	"Carcinosarcoma, embryonal"
8982/0	title	Myoepithelioma
8982/0	sub	Myoepithelial tumor
8982/0	sub	Myoepithelial adenoma
8982/3	title	Malignant myoepithelioma
8982/3	sub	Myoepithelial carcinoma
8983/0	title	Adenomyoepithelioma
8990/0	title	"Mesenchymoma, benign"
8990/1	title	"Mesenchymoma, NOS"
8990/1	sub	Mixed mesenchymal tumor
8990/3	title	"Mesenchymoma, malignant"
8990/3	sub	Mixed mesenchymal sarcoma
8991/3	title	Embryonal sarcoma
9000/0	title	"Brenner tumor, NOS"
9000/1	title	"Brenner tumor, borderline malignancy"
9000/1	sub	"Brenner tumor, proliferating"
9000/3	title	"Brenner tumor, malignant"
9010/0	title	"Fibroadenoma, NOS"
9011/0	title	Intracanalicular fibroadenoma
9012/0	title	Pericanalicular fibroadenoma
9013/0	title	"Adenofibroma, NOS"
9013/0	sub	"Cystadenofibroma, NOS"
9013/0	sub	Papillary adenofibroma
9014/0	title	"Serous adenofibroma, NOS"
9014/0	sub	"Serous cystadenofibroma, NOS"
9014/1	title	Serous adenofibroma of borderline malignancy
9014/1	sub	Serous cystadenofibroma of borderline malignancy
9014/3	title	Serous adenocarcinofibroma
9014/3	sub	Malignant serous adenofibroma
9014/3	sub	Serous cystadenocarcinofibroma
9014/3	sub	Malignant serous cystadenofibroma
9015/0	title	"Mucinous adenofibroma, NOS"
9015/0	sub	"Mucinous cystadenofibroma, NOS"
9015/1	title	Mucinous adenofibroma of borderline malignancy
9015/1	sub	Mucinous cystadenofibroma of borderline malignancy
9015/3	title	Mucinous adenocarcinofibroma
9015/3	sub	Malignant mucinous adenofibroma
9015/3	sub	Mucinous cystadenocarcinofibroma
9015/3	sub	Malignant mucinous cystadenofibroma
9016/0	title	Giant fibroadenoma
9020/0	title	"Phyllodes tumor, benign"
9020/0	sub	"Cystosarcoma phyllodes, benign"
9020/1	title	"Phyllodes tumor, borderline"
9020/1	sub	"Cystosarcoma phyllodes, NOS"
9020/1	sub	"Phyllodes tumor, NOS"
9020/3	title	"Phyllodes tumor, malignant"
9020/3	sub	"Cystosarcoma phyllodes, malignant"
9030/0	title	Juvenile fibroadenoma
9040/0	title	"Synovioma, benign"
9040/3	title	"Synovial sarcoma, NOS"
9040/3	sub	"Synovioma, NOS"
9040/3	sub	"Synovioma, malignant"
9041/3	title	"Synovial sarcoma, spindle cell"
9041/3	sub	"Synovial sarcoma, monophasic fibrous"
9042/3	title	"Synovial sarcoma, epithelioid cell"
9043/3	title	"Synovial sarcoma, biphasic"
9044/3	title	"Clear cell sarcoma, NOS"
9044/3	sub	"Clear cell sarcoma, of tendons and aponeuroses"
9044/3	sub	"Melanoma, malignant, of soft parts"
9050/0	title	"Mesothelioma, benign"
9050/3	title	"Mesothelioma, malignant"
9050/3	sub	"Mesothelioma, NOS"
9051/0	title	"Fibrous mesothelioma, benign"
9051/3	title	"Fibrous mesothelioma, malignant"
9051/3	sub	"Fibrous mesothelioma, NOS"
9051/3	sub	Spindled mesothelioma
9051/3	sub	Sarcomatoid mesothelioma
9051/3	sub	Desmoplastic mesothelioma
9052/0	title	"Epithelioid mesothelioma, benign"
9052/0	sub	"Well differentiated papillary mesothelioma, benign"
9052/0	sub	Mesothelial papilloma
9052/3	title	"Epithelioid mesothelioma, malignant"
9052/3	sub	"Epithelioid mesothelioma, NOS"
9053/3	title	"Mesothelioma, biphasic, malignant"
9053/3	sub	"Mesothelioma, biphasic, NOS"
9054/0	title	"Adenomatoid tumor, NOS"
9055/0	title	"Multicystic mesothelioma, benign"
9055/0	sub	"Cystic mesothelioma, benign"
9055/1	title	"Cystic mesothelioma, NOS"
9060/3	title	Dysgerminoma
9061/3	title	"Seminoma, NOS"
9062/3	title	"Seminoma, anaplastic"
9062/3	sub	Seminoma with high mitotic index
9063/3	title	Spermatocytic seminoma
9063/3	sub	Spermatocytoma
9064/2	title	Intratubular malignant germ cells
9064/2	sub	Intratubular germ cell neoplasia
9064/3	title	Germinoma
9064/3	sub	"Germ cell tumor, NOS"
9065/3	title	"Germ cell tumor, nonseminomatous"
9070/3	title	"Embryonal carcinoma, NOS"
9070/3	sub	Embryonal adenocarcinoma
9071/3	title	Yolk sac tumor
9071/3	sub	Endodermal sinus tumor
9071/3	sub	Polyvesicular vitelline tumor
9071/3	sub	Orchioblastoma
9071/3	sub	"Embryonal carcinoma, infantile"
9071/3	sub	Hepatoid yolk sac tumor
9072/3	title	Polyembryoma
9072/3	sub	"Embryonal carcinoma, polyembryonal type"
9073/1	title	Gonadoblastoma
9073/1	sub	Gonocytoma
9080/0	title	"Teratoma, benign"
9080/0	sub	Adult cystic teratoma
9080/0	sub	"Adult teratoma, NOS"
9080/0	sub	"Cystic teratoma, NOS"
9080/0	sub	"Teratoma, differentiated"
9080/0	sub	Mature teratoma
9080/1	title	"Teratoma, NOS"
9080/1	sub	Solid teratoma
9080/3	title	"Teratoma, malignant, NOS"
9080/3	sub	Embryonal teratoma
9080/3	sub	"Teratoblastoma, malignant"
9080/3	sub	"Immature teratoma, malignant"
9080/3	sub	"Immature teratoma, NOS"
9081/3	title	Teratocarcinoma
9081/3	sub	Mixed embryonal carcinoma and teratoma
9082/3	title	"Malignant teratoma, undifferentiated"
9082/3	sub	"Malignant teratoma, anaplastic"
9083/3	title	"Malignant teratoma, intermediate"
9084/0	title	"Dermoid cyst, NOS"
9084/0	sub	"Dermoid, NOS"
9084/3	title	Teratoma with malignant transformation
9084/3	sub	Dermoid cyst with malignant transformation
9084/3	sub	Dermoid cyst with secondary tumor
9085/3	title	Mixed germ cell tumor
9085/3	sub	Mixed teratoma and seminoma
9090/0	title	"Struma ovarii, NOS"
9090/3	title	"Struma ovarii, malignant"
9091/1	title	Strumal carcinoid
9091/1	sub	Struma ovarii and carcinoid
9100/0	title	"Hydatidiform mole, NOS"
9100/0	sub	Hydatid mole
9100/0	sub	Complete hydatidiform mole
9100/1	title	Invasive hydatidiform mole
9100/1	sub	Chorioadenoma destruens
9100/1	sub	Chorioadenoma
9100/1	sub	"Invasive mole, NOS"
9100/1	sub	Malignant hydatidiform mole
9100/3	title	"Choriocarcinoma, NOS"
9100/3	sub	Chorionepithelioma
9100/3	sub	Chorioepithelioma
9101/3	title	Choriocarcinoma combined with other germ cell elements
9101/3	sub	Choriocarcinoma combined with teratoma
9101/3	sub	Choriocarcinoma combined with embryonal carcinoma
9102/3	title	"Malignant teratoma, trophoblastic"
9103/0	title	Partial hydatidiform mole
9104/1	title	Placental site trophoblastic tumor
9105/3	title	"Trophoblastic tumor, epithelioid"
9110/0	title	"Mesonephroma, benign"
9110/0	sub	Mesonephric adenoma
9110/0	sub	Wolffian duct adenoma
9110/1	title	"Mesonephric tumor, NOS"
9110/1	sub	Wolffian duct tumor
9110/3	title	"Mesonephroma, malignant"
9110/3	sub	Mesonephric adenocarcinoma
9110/3	sub	"Mesonephroma, NOS"
9110/3	sub	Wolffian duct carcinoma
9120/0	title	"Hemangioma, NOS"
9120/0	sub	"Angioma, NOS"
9120/0	sub	Chorioangioma
9120/3	title	Hemangiosarcoma
9120/3	sub	Angiosarcoma
9121/0	title	Cavernous hemangioma
9122/0	title	Venous hemangioma
9123/0	title	Racemose hemangioma
9123/0	sub	Arteriovenous hemangioma
9124/3	title	Kupffer cell sarcoma
9125/0	title	Epithelioid hemangioma
9125/0	sub	Histiocytoid hemangioma
9130/0	title	"Hemangioendothelioma, benign"
9130/1	title	"Hemangioendothelioma, NOS"
9130/1	sub	Angioendothelioma
9130/1	sub	Kaposiform hemangioendothelioma
9130/3	title	"Hemangioendothelioma, malignant"
9130/3	sub	Hemangioendothelial sarcoma
9131/0	title	Capillary hemangioma
9131/0	sub	Hemangioma simplex
9131/0	sub	Infantile hemangioma
9131/0	sub	Plexiform hemangioma
9131/0	sub	Juvenile hemangioma
9132/0	title	Intramuscular hemangioma
9133/1	title	"Epithelioid hemangioendothelioma, NOS"
9133/3	title	"Epithelioid hemangioendothelioma, malignant"
9133/3	sub	Intravascular bronchial alveolar tumor
9135/1	title	Endovascular papillary angioendothelioma
9135/1	sub	Dabska tumor
9136/1	title	Spindle cell hemangioendothelioma
9136/1	sub	Spindle cell angioendothelioma
9140/3	title	Kaposi sarcoma
9140/3	sub	Multiple hemorrhagic sarcoma
9141/0	title	Angiokeratoma
9142/0	title	Verrucous keratotic hemangioma
9150/0	title	"Hemangiopericytoma, benign"
9150/1	title	"Hemangiopericytoma, NOS"
9150/1	sub	Hemangiopericytic meningioma
9150/3	title	"Hemangiopericytoma, malignant"
9160/0	title	"Angiofibroma, NOS"
9160/0	sub	Juvenile angiofibroma
9160/0	sub	Fibrous papule of nose
9160/0	sub	Involuting nevus
9160/0	sub	Giant cell angiofibroma
9160/0	sub	Cellular angiofibroma
9161/0	title	Acquired tufted hemangioma
9161/1	title	Hemangioblastoma
9161/1	sub	Angioblastoma
9170/0	title	"Lymphangioma, NOS"
9170/0	sub	"Lymphangioendothelioma, NOS"
9170/3	title	Lymphangiosarcoma
9170/3	sub	Lymphangioendothelial sarcoma
9170/3	sub	"Lymphangioendothelioma, malignant"
9171/0	title	Capillary lymphangioma
9172/0	title	Cavernous lymphangioma
9173/0	title	Cystic lymphangioma
9173/0	sub	"Hygroma, NOS"
9173/0	sub	Cystic hygroma
9174/0	title	Lymphangiomyoma
9174/1	title	Lymphangiomyomatosis
9174/1	sub	Lymphangioleiomyomatosis
9175/0	title	Hemolymphangioma
9180/0	title	"Osteoma, NOS"
9180/3	title	"Osteosarcoma, NOS"
9180/3	sub	"Osteogenic sarcoma, NOS"
9180/3	sub	Osteochondrosarcoma
9180/3	sub	Osteoblastic sarcoma
9181/3	title	Chondroblastic osteosarcoma
9182/3	title	Fibroblastic osteosarcoma
9182/3	sub	Osteofibrosarcoma
9183/3	title	Telangiectatic osteosarcoma
9184/3	title	Osteosarcoma in Paget disease of bone
9185/3	title	Small cell osteosarcoma
9185/3	sub	Round cell osteosarcoma
9186/3	title	Central osteosarcoma
9186/3	sub	Conventional central osteosarcoma
9186/3	sub	Medullary osteosarcoma
9187/3	title	Intraosseous well differentiated osteosarcoma
9187/3	sub	Intraosseous low grade osteosarcoma
9191/0	title	"Osteoid osteoma, NOS"
9192/3	title	Parosteal osteosarcoma
9192/3	sub	Juxtacortical osteosarcoma
9193/3	title	Periosteal osteosarcoma
9194/3	title	High grade surface osteosarcoma
9195/3	title	Intracortical osteosarcoma
9200/0	title	"Osteoblastoma, NOS"
9200/0	sub	Giant osteoid osteoma
9200/1	title	Aggressive osteoblastoma
9210/0	title	Osteochondroma
9210/0	sub	Cartilaginous exostosis
9210/0	sub	Osteocartilaginous exostosis
9210/0	sub	Ecchondroma
9210/1	title	"Osteochondromatosis, NOS"
9210/1	sub	Ecchondrosis
9220/0	title	"Chondroma, NOS"
9220/0	sub	Enchondroma
9220/1	title	"Chondromatosis, NOS"
9220/3	title	"Chondrosarcoma, NOS"
9220/3	sub	Fibrochondrosarcoma
9221/0	title	Juxtacortical chondroma
9221/0	sub	Periosteal chondroma
9221/3	title	Juxtacortical chondrosarcoma
9221/3	sub	Periosteal chondrosarcoma
9230/0	title	"Chondroblastoma, NOS"
9230/0	sub	Chondromatous giant cell tumor
9230/0	sub	Codman tumor
9230/3	title	"Chondroblastoma, malignant"
9231/3	title	Myxoid chondrosarcoma
9240/3	title	Mesenchymal chondrosarcoma
9241/0	title	Chondromyxoid fibroma
9242/3	title	Clear cell chondrosarcoma
9243/3	title	Dedifferentiated chondrosarcoma
9250/1	title	"Giant cell tumor of bone, NOS"
9250/1	sub	"Osteoclastoma, NOS"
9250/3	title	"Giant cell tumor of bone, malignant"
9250/3	sub	"Osteoclastoma, malignant"
9250/3	sub	Giant cell sarcoma of bone
9251/1	title	"Giant cell tumor of soft parts, NOS"
9251/3	title	Malignant giant cell tumor of soft parts
9252/0	title	Tenosynovial giant cell tumor
9252/0	sub	Fibrous histiocytoma of tendon sheath
9252/0	sub	Giant cell tumor of tendon sheath
9252/3	title	Malignant tenosynovial giant cell tumor
9252/3	sub	"Giant cell tumor of tendon sheath, malignant"
9260/3	title	Ewing sarcoma
9260/3	sub	Ewing tumor
9261/3	title	Adamantinoma of long bones
9261/3	sub	Tibial adamantinoma
9262/0	title	Ossifying fibroma
9262/0	sub	Fibro-osteoma
9262/0	sub	Osteofibroma
9270/0	title	"Odontogenic tumor, benign"
9270/1	title	"Odontogenic tumor, NOS"
9270/3	title	"Odontogenic tumor, malignant"
9270/3	sub	Odontogenic carcinoma
9270/3	sub	Odontogenic sarcoma
9270/3	sub	Primary intraosseous carcinoma
9270/3	sub	Ameloblastic carcinoma
9271/0	title	Ameloblastic fibrodentinoma
9271/0	sub	Dentinoma
9272/0	title	"Cementoma, NOS"
9272/0	sub	Periapical cemental dysplasia
9272/0	sub	Periapical cemento-osseous dysplasia
9273/0	title	"Cementoblastoma, benign"
9274/0	title	Cementifying fibroma
9274/0	sub	Cemento-ossifying fibroma
9275/0	title	Gigantiform cementoma
9275/0	sub	Florid osseous dysplasia
9280/0	title	"Odontoma, NOS"
9281/0	title	Compound odontoma
9282/0	title	Complex odontoma
9290/0	title	Ameloblastic fibro-odontoma
9290/0	sub	Fibroameloblastic odontoma
9391/3	sub	Clear cell ependymoma
9391/3	sub	Tanycytic ependymoma
9392/3	title	"Ependymoma, anaplastic"
9392/3	sub	Ependymoblastoma
9393/3	title	Papillary ependymoma
9394/1	title	Myxopapillary ependymoma
9400/3	title	"Astrocytoma, NOS"
9400/3	sub	Astrocytic glioma
9400/3	sub	Astroglioma
9400/3	sub	Diffuse astrocytoma
9400/3	sub	"Astrocytoma, low grade"
9400/3	sub	"Diffuse astrocytoma, low grade"
9400/3	sub	Cystic astrocytoma
9401/3	title	"Astrocytoma, anaplastic"
9410/3	title	Protoplasmic astrocytoma
9411/3	title	Gemistocytic astrocytoma
9411/3	sub	Gemistocytoma
9412/1	title	Desmoplastic infantile astrocytoma
9412/1	sub	Desmoplastic infantile ganglioglioma
9413/0	title	Dysembryoplastic neuroepithelial tumor
9420/3	title	Fibrillary astrocytoma
9420/3	sub	Fibrous astrocytoma
9421/1	title	Pilocytic astrocytoma
9421/1	sub	Piloid astrocytoma
9421/1	sub	Juvenile astrocytoma
9421/1	sub	"Spongioblastoma, NOS"
9423/3	title	Polar spongioblastoma
9423/3	sub	Spongioblastoma polare
9423/3	sub	Primitive polar spongioblastoma
9424/3	title	Pleomorphic xanthoastrocytoma
9430/3	title	Astroblastoma
9440/3	title	"Glioblastoma, NOS"
9440/3	sub	Glioblastoma multiforme
9440/3	sub	Spongioblastoma multiforme
9441/3	title	Giant cell glioblastoma
9441/3	sub	Monstrocellular sarcoma
9442/1	title	Gliofibroma
9442/3	title	Gliosarcoma
9442/3	sub	Glioblastoma with sarcomatous component
9444/1	title	Chordoid glioma
9444/1	sub	Chordoid glioma of third ventricle
9450/3	title	"Oligodendroglioma, NOS"
9451/3	title	"Oligodendroglioma, anaplastic"
9460/3	title	Oligodendroblastoma
9470/3	title	"Medulloblastoma, NOS"
9470/3	sub	Melanotic medulloblastoma
9471/3	title	Desmoplastic nodular medulloblastoma
9471/3	sub	Desmoplastic medulloblastoma
9471/3	sub	Circumscribed arachnoidal cerebellar sarcoma
9472/3	title	Medullomyoblastoma
9473/3	title	"Primitive neuroectodermal tumor, NOS"
9473/3	sub	"PNET, NOS"
9473/3	sub	"Central primitive neuroectodermal tumor, NOS"
9473/3	sub	CPNET
9473/3	sub	Supratentorial PNET
9474/3	title	Large cell medulloblastoma
9480/3	title	"Cerebellar sarcoma, NOS"
9490/0	title	Ganglioneuroma
9490/3	title	Ganglioneuroblastoma
9491/0	title	Ganglioneuromatosis
9492/0	title	Gangliocytoma
9493/0	title	Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)
9500/3	title	"Neuroblastoma, NOS"
9500/3	sub	Sympathicoblastoma
9500/3	sub	Central neuroblastoma
9501/0	title	"Medulloepithelioma, benign"
9501/0	sub	"Diktyoma, benign"
9501/3	title	"Medulloepithelioma, NOS"
9501/3	sub	"Diktyoma, malignant"
9502/0	title	"Teratoid medulloepithelioma, benign"
9502/3	title	Teratoid medulloepithelioma
9503/3	title	"Neuroepithelioma, NOS"
9504/3	title	Spongioneuroblastoma
9505/1	title	"Ganglioglioma, NOS"
9505/1	sub	Glioneuroma
9505/1	sub	Neuroastrocytoma
9505/3	title	"Ganglioglioma, anaplastic"
9506/1	title	Central neurocytoma
9506/1	sub	Neurocytoma
9506/1	sub	Cerebellar liponeurocytoma
9506/1	sub	Lipomatous medulloblastoma
9506/1	sub	Neurolipocytoma
9506/1	sub	Medullocytoma
9507/0	title	Pacinian tumor
9508/3	title	Atypical teratoid/rhabdoid tumor
9510/0	title	Retinocytoma
9510/3	title	"Retinoblastoma, NOS"
9511/3	title	"Retinoblastoma, differentiated"
9512/3	title	"Retinoblastoma, undifferentiated"
9513/3	title	"Retinoblastoma, diffuse"
9514/1	title	"Retinoblastoma, spontaneously regressed"
9520/3	title	Olfactory neurogenic tumor
9521/3	title	Olfactory neurocytoma
9521/3	sub	Esthesioneurocytoma
9522/3	title	Olfactory neuroblastoma
9522/3	sub	Esthesioneuroblastoma
9523/3	title	Olfactory neuroepithelioma
9523/3	sub	Esthesioneuroepithelioma
9530/0	title	"Meningioma, NOS"
9530/0	sub	Microcystic meningioma
9530/0	sub	Secretory meningioma
9530/0	sub	Lymphoplasmacyte-rich meningioma
9530/0	sub	Metaplastic meningioma
9530/1	title	"Meningiomatosis, NOS"
9530/1	sub	Diffuse meningiomatosis
9530/1	sub	Multiple meningiomas
9530/3	title	"Meningioma, malignant"
9530/3	sub	"Meningioma, anaplastic"
9530/3	sub	Leptomeningeal sarcoma
9530/3	sub	Meningeal sarcoma
9530/3	sub	Meningothelial sarcoma
9531/0	title	Meningothelial meningioma
9531/0	sub	Endotheliomatous meningioma
9531/0	sub	Syncytial meningioma
9532/0	title	Fibrous meningioma
9532/0	sub	Fibroblastic meningioma
9533/0	title	Psammomatous meningioma
9534/0	title	Angiomatous meningioma
9535/0	title	Hemangioblastic meningioma
9535/0	sub	Angioblastic meningioma
9537/0	title	Transitional meningioma
9537/0	sub	Mixed meningioma
9538/1	title	Clear cell meningioma
9538/1	sub	Chordoid meningioma
9538/3	title	Papillary meningioma
9538/3	sub	Rhabdoid meningioma
9539/1	title	Atypical meningioma
9539/3	title	Meningeal sarcomatosis
9540/0	title	"Neurofibroma, NOS"
9540/1	title	"Neurofibromatosis, NOS"
9540/1	sub	Multiple neurofibromatosis
9540/1	sub	Von Recklinghausen disease
9540/1	sub	Recklinghausen disease
9540/3	title	Malignant peripheral nerve sheath tumor
9540/3	sub	"MPNST, NOS"
9540/3	sub	Neurofibrosarcoma
9540/3	sub	Neurogenic sarcoma
9540/3	sub	Neurosarcoma
9540/3	sub	MPNST with glandular differentiation
9540/3	sub	Epithelioid MPNST
9540/3	sub	MPNST with mesenchymal differentiation
9540/3	sub	Melanotic MPNST
9540/3	sub	Melanotic psammomatous MPNST
9541/0	title	Melanotic neurofibroma
9550/0	title	Plexiform neurofibroma
9550/0	sub	Plexiform neuroma
9560/0	title	"Neurilemoma, NOS"
9560/0	sub	"Schwannoma, NOS"
9560/0	sub	Neurinoma
9560/0	sub	Acoustic neuroma
9560/0	sub	Pigmented schwannoma
9560/0	sub	Melanotic schwannoma
9560/0	sub	Plexiform schwannoma
9560/0	sub	Cellular schwannoma
9560/0	sub	Degenerated schwannoma
9560/0	sub	Ancient schwannoma
9560/0	sub	Psammomatous schwannoma
9560/1	title	Neurinomatosis
9560/3	title	"Neurilemoma, malignant"
9560/3	sub	"Malignant schwannoma, NOS"
9560/3	sub	Neurilemosarcoma
9561/3	title	Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation
9561/3	sub	MPNST with rhabdomyoblastic differentiation
9561/3	sub	"Triton tumor, malignant"
9561/3	sub	Malignant schwannoma with rhabdomyoblastic differentiation
9562/0	title	Neurothekeoma
9562/0	sub	Nerve sheath myxoma
9570/0	title	"Neuroma, NOS"
9571/0	title	"Perineurioma, NOS"
9571/0	sub	Intraneural perineurioma
9571/0	sub	Soft tissue perineurioma
9571/3	title	"Perineurioma, malignant"
9571/3	sub	Perineural MPNST
9580/0	title	"Granular cell tumor, NOS"
9580/0	sub	"Granular cell myoblastoma, NOS"
9580/3	title	"Granular cell tumor, malignant"
9580/3	sub	"Granular cell myoblastoma, malignant"
9581/3	title	Alveolar soft part sarcoma
9582/0	title	Granular cell tumor of the sellar region
9590/3	title	"Malignant lymphoma, NOS"
9590/3	sub	"Lymphoma, NOS"
9590/3	sub	Microglioma
9591/3	title	"Malignant lymphoma, non-Hodgkin, NOS"
9591/3	sub	"Non-Hodgkin lymphoma, NOS"
9591/3	sub	"B cell lymphoma, NOS"
9591/3	sub	"Malignant lymphoma, non-cleaved cell, NOS"
9591/3	sub	"Malignant lymphoma, diffuse, NOS"
9591/3	sub	"Malignant lymphoma, lymphocytic, intermediate differentiation, nodular"
9591/3	sub	"Malignant lymphoma, small cell, noncleaved, diffuse"
9591/3	sub	"Malignant lymphoma, undifferentiated cell, non-Burkitt"
9591/3	sub	"Malignant lymphoma, undifferentiated cell type, NOS"
9591/3	sub	"Lymphosarcoma, NOS"
9591/3	sub	"Lymphosarcoma, diffuse"
9591/3	sub	"Reticulum cell sarcoma, NOS"
9591/3	sub	"Reticulum cell sarcoma, diffuse"
9591/3	sub	"Reticulosarcoma, NOS"
9591/3	sub	"Reticulosarcoma, diffuse"
9591/3	sub	"Malignant lymphoma, small cleaved cell, diffuse"
9591/3	sub	"Malignant lymphoma, lymphocytic, poorly differentiated, diffuse"
9591/3	sub	"Malignant lymphoma, small cleaved cell, NOS"
9591/3	sub	"Malignant lymphoma, cleaved cell, NOS"
9596/3	title	Composite Hodgkin and non-Hodgkin lymphoma
9650/3	title	"Hodgkin lymphoma, NOS"
9650/3	sub	"Hodgkin disease, NOS"
9650/3	sub	"Malignant lymphoma, Hodgkin"
9651/3	title	"Hodgkin lymphoma, lymphocyte-rich"
9651/3	sub	"Classical Hodgkin lymphoma, lymphocyte- rich"
9651/3	sub	"Hodgkin disease, lymphocyte predominance, NOS"
9651/3	sub	"Hodgkin disease, lymphocytic-histiocytic predominance"
9651/3	sub	"Hodgkin disease, lymphocyte predominance, diffuse"
9652/3	title	"Hodgkin lymphoma, mixed cellularity, NOS"
9652/3	sub	"Classical Hodgkin lymphoma, mixed cellularity, NOS"
9653/3	title	"Hodgkin lymphoma, lymphocyte depletion, NOS"
9653/3	sub	"Classical Hodgkin lymphoma, lymphocyte depletion, NOS"
9654/3	title	"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"
9654/3	sub	"Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"
9655/3	title	"Hodgkin lymphoma, lymphocyte depletion, reticular"
9655/3	sub	"Classical Hodgkin lymphoma, lymphocyte depletion, reticular"
9659/3	title	"Hodgkin lymphoma, nodular lymphocyte predominance"
9659/3	sub	"Hodgkin lymphoma, lymphocyte predominance, nodular"
9659/3	sub	"Hodgkin paragranuloma, NOS"
9659/3	sub	"Hodgkin paragranuloma, nodular"
9661/3	title	Hodgkin granuloma
9662/3	title	Hodgkin sarcoma
9663/3	title	"Hodgkin lymphoma, nodular sclerosis, NOS"
9663/3	sub	"Classical Hodgkin lymphoma, nodular sclerosis, NOS"
9663/3	sub	"Hodgkin disease, nodular sclerosis, NOS"
9664/3	title	"Hodgkin lymphoma, nodular sclerosis, cellular phase"
9664/3	sub	"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase"
9665/3	title	"Hodgkin lymphoma, nodular sclerosis,  grade 1"
9665/3	sub	"Classical Hodgkin lymphoma, nodular sclerosis, grade 1"
9665/3	sub	"Hodgkin disease, nodular sclerosis, lymphocyte predominance"
9665/3	sub	"Hodgkin disease, nodular sclerosis, mixed cellularity"
9667/3	title	"Hodgkin lymphoma, nodular sclerosis,  grade 2"
9667/3	sub	"Classical Hodgkin lymphoma, nodular sclerosis, grade 2"
9667/3	sub	"Hodgkin disease, nodular sclerosis, lymphocyte depletion"
9667/3	sub	"Hodgkin disease, nodular sclerosis, syncytial variant"
9670/3	title	"Malignant lymphoma, small B lymphocytic, NOS"
9670/3	sub	"Malignant lymphoma, small lymphocytic, NOS"
9670/3	sub	"Malignant lymphoma, lymphocytic, well differentiated, diffuse"
9670/3	sub	"Malignant lymphoma, lymphocytic, NOS"
